,model,age,engineSize,price,Automatic,Manual,Semi-Auto,Diesel,Petrol
52651, Corsa,2,1.4,8998,0,1,0,0,1
52652, Corsa,5,1.4,5298,0,1,0,0,1
52653, Corsa,3,1.4,7199,0,1,0,0,1
52654, Corsa,1,1.4,12799,1,0,0,0,1
52655, Corsa,4,1.4,7199,0,1,0,0,1
52656, Corsa,5,1.4,6999,0,1,0,0,1
52657, Corsa,2,1.4,7999,0,1,0,0,1
52658, Corsa,3,1.4,7499,0,1,0,0,1
52659, Corsa,3,1.4,6999,0,1,0,0,1
52660, Corsa,3,1.4,7099,0,1,0,0,1
52661, Corsa,2,1.4,9991,0,1,0,0,1
52662, Corsa,1,1.4,9991,0,1,0,0,1
52663, Corsa,6,1.2,6199,0,1,0,0,1
52664, Corsa,3,1.4,6799,0,1,0,0,1
52665, Corsa,2,1.4,7999,0,1,0,0,1
52666, Corsa,2,1.4,8499,0,1,0,0,1
52667, Corsa,3,1.4,8499,0,1,0,0,1
52668, Corsa,3,1.4,8399,0,1,0,0,1
52669, Corsa,3,1.4,8399,0,1,0,0,1
52670, Corsa,3,1.4,7299,0,1,0,0,1
52671, Corsa,2,1.4,8499,0,1,0,0,1
52672, Corsa,5,1.4,6490,0,1,0,0,1
52673, Corsa,6,1.4,5099,0,1,0,0,1
52674, Corsa,2,1.4,8299,0,1,0,0,1
52675, Corsa,2,1.4,8499,0,1,0,0,1
52676, Corsa,3,1.4,7199,0,1,0,0,1
52677, Corsa,3,1.4,8260,0,1,0,0,1
52678, Corsa,2,1.4,7820,0,1,0,0,1
52679, Corsa,1,1.4,9990,0,1,0,0,1
52680, Corsa,4,1.4,6995,0,1,0,0,1
52681, Corsa,4,1.6,10395,0,1,0,0,1
52682, Corsa,3,1.4,7870,0,1,0,0,1
52683, Corsa,1,1.4,10130,0,1,0,0,1
52684, Corsa,1,1.4,8499,0,1,0,0,1
52685, Corsa,3,1.4,8552,0,1,0,0,1
52686, Corsa,3,1.4,7225,0,1,0,0,1
52687, Corsa,5,1.4,7680,0,1,0,0,1
52688, Corsa,5,1.4,7140,0,1,0,0,1
52689, Corsa,1,1.4,9991,0,1,0,0,1
52690, Corsa,4,1.4,8991,1,0,0,0,1
52691, Corsa,1,1.4,10995,0,1,0,0,1
52692, Corsa,1,1.4,10995,0,1,0,0,1
52693, Corsa,1,1.4,10995,0,1,0,0,1
52694, Corsa,7,1.6,7850,0,1,0,0,1
52695, Corsa,3,1.4,7498,0,1,0,0,1
52696, Corsa,0,1.5,17998,0,1,0,1,0
52697, Corsa,5,1.4,7695,0,1,0,0,1
52698, Corsa,5,1.4,6698,0,1,0,0,1
52699, Corsa,0,1.2,15998,0,1,0,0,1
52700, Corsa,4,1.4,6698,0,1,0,0,1
52701, Corsa,0,1.5,17998,0,1,0,1,0
52702, Corsa,0,1.2,16998,0,1,0,0,1
52703, Corsa,0,1.2,16998,0,1,0,0,1
52704, Corsa,7,1.2,3998,0,1,0,0,1
52705, Corsa,2,1.4,9250,0,1,0,0,1
52706, Corsa,2,1.4,10670,1,0,0,0,1
52707, Corsa,7,1.4,4698,0,1,0,0,1
52708, Corsa,4,1.4,5650,0,1,0,0,1
52709, Corsa,6,1.0,4500,0,1,0,0,1
52710, Corsa,4,1.4,6995,0,1,0,0,1
52711, Corsa,4,1.4,6480,0,1,0,0,1
52712, Corsa,4,1.4,6824,0,1,0,0,1
52713, Corsa,0,1.2,15998,0,1,0,0,1
52714, Corsa,0,1.2,16998,0,1,0,0,1
52715, Corsa,4,1.4,7498,0,1,0,0,1
52716, Corsa,1,1.4,10998,0,1,0,0,1
52717, Corsa,3,1.4,6998,0,1,0,0,1
52718, Corsa,3,1.4,6491,0,1,0,0,1
52719, Corsa,1,1.4,11157,0,1,0,0,1
52720, Corsa,1,1.4,10998,0,1,0,0,1
52721, Corsa,4,1.4,6998,0,1,0,0,1
52722, Corsa,3,1.4,6999,0,1,0,0,1
52723, Corsa,0,1.2,16998,0,1,0,0,1
52724, Corsa,5,1.2,6381,0,1,0,0,1
52725, Corsa,2,1.4,7799,0,1,0,0,1
52726, Corsa,2,1.4,7499,0,1,0,0,1
52727, Corsa,4,1.4,8499,0,1,0,0,1
52728, Corsa,3,1.4,7437,0,1,0,0,1
52729, Corsa,2,1.4,8700,0,1,0,0,1
52730, Corsa,5,1.4,6810,0,1,0,0,1
52731, Corsa,4,1.4,7640,0,1,0,0,1
52732, Corsa,1,1.4,10990,0,1,0,0,1
52733, Corsa,1,1.4,10490,0,1,0,0,1
52734, Corsa,2,1.4,8500,0,1,0,0,1
52735, Corsa,1,1.4,9210,0,1,0,0,1
52736, Corsa,3,1.4,7899,0,1,0,0,1
52737, Corsa,1,1.4,10999,0,1,0,0,1
52738, Corsa,3,1.4,6999,0,1,0,0,1
52739, Corsa,4,1.4,6999,0,1,0,0,1
52740, Corsa,6,1.2,4999,0,1,0,0,1
52741, Corsa,3,1.4,6999,0,1,0,0,1
52742, Corsa,5,1.4,6799,0,1,0,0,1
52743, Corsa,2,1.4,7899,0,1,0,0,1
52744, Corsa,2,1.4,7700,0,1,0,0,1
52745, Corsa,3,1.4,7750,0,1,0,0,1
52746, Corsa,2,1.4,10699,1,0,0,0,1
52747, Corsa,1,1.4,7950,0,1,0,0,1
52748, Corsa,2,1.4,7799,0,1,0,0,1
52749, Corsa,2,1.4,8700,0,1,0,0,1
52750, Corsa,4,1.4,8995,1,0,0,0,1
52751, Corsa,2,1.4,9299,0,1,0,0,1
52752, Corsa,4,1.4,6999,0,1,0,0,1
52753, Corsa,2,1.4,8900,0,1,0,0,1
52754, Corsa,4,1.4,8049,0,1,0,0,1
52755, Corsa,3,1.4,6799,0,1,0,0,1
52756, Corsa,3,1.4,6699,0,1,0,0,1
52757, Corsa,2,1.4,10570,1,0,0,0,1
52758, Corsa,1,1.4,10999,0,1,0,0,1
52759, Corsa,1,1.4,7850,0,1,0,0,1
52760, Corsa,1,1.4,7950,0,1,0,0,1
52761, Corsa,2,1.4,7800,0,1,0,0,1
52762, Corsa,2,1.4,9000,0,1,0,0,1
52763, Corsa,3,1.4,7499,0,1,0,0,1
52764, Corsa,5,1.4,6599,0,1,0,0,1
52765, Corsa,2,1.4,8499,0,1,0,0,1
52766, Corsa,2,1.4,8399,0,1,0,0,1
52767, Corsa,3,1.4,5999,0,1,0,0,1
52768, Corsa,3,1.4,7499,0,1,0,0,1
52769, Corsa,2,1.4,7699,0,1,0,0,1
52770, Corsa,2,1.4,8999,0,1,0,0,1
52771, Corsa,1,1.4,10990,0,1,0,0,1
52772, Corsa,1,1.4,10990,0,1,0,0,1
52773, Corsa,1,1.4,10990,0,1,0,0,1
52774, Corsa,1,1.4,10990,0,1,0,0,1
52775, Corsa,1,1.4,8810,0,1,0,0,1
52776, Corsa,2,1.4,8700,0,1,0,0,1
52777, Corsa,2,1.4,8700,0,1,0,0,1
52778, Corsa,2,1.4,8700,0,1,0,0,1
52779, Corsa,2,1.4,8700,0,1,0,0,1
52780, Corsa,1,1.4,8699,0,1,0,0,1
52781, Corsa,3,1.4,7195,0,1,0,0,1
52782, Corsa,2,1.4,9250,0,1,0,0,1
52783, Corsa,4,1.4,7299,0,1,0,0,1
52784, Corsa,7,1.0,4195,0,1,0,0,1
52785, Corsa,4,1.4,6450,0,1,0,0,1
52786, Corsa,5,1.2,4995,0,1,0,0,1
52787, Corsa,2,1.4,9250,0,1,0,0,1
52788, Corsa,2,1.4,8578,0,1,0,0,1
52789, Corsa,4,1.2,5971,0,1,0,0,1
52790, Corsa,1,1.4,9375,0,1,0,0,1
52791, Corsa,2,1.4,9250,0,1,0,0,1
52792, Corsa,2,1.4,9250,0,1,0,0,1
52793, Corsa,1,1.4,9990,0,1,0,0,1
52794, Corsa,4,1.4,7324,0,1,0,0,1
52795, Corsa,1,1.4,8560,0,1,0,0,1
52796, Corsa,1,1.4,8740,0,1,0,0,1
52797, Corsa,1,1.4,8620,0,1,0,0,1
52798, Corsa,3,1.4,7599,0,1,0,0,1
52799, Corsa,2,1.4,9250,0,1,0,0,1
52800, Corsa,4,1.3,6970,0,1,0,1,0
52801, Corsa,1,1.4,9990,0,1,0,0,1
52802, Corsa,1,1.4,10990,0,1,0,0,1
52803, Corsa,1,1.4,9990,0,1,0,0,1
52804, Corsa,2,1.3,8599,0,1,0,1,0
52805, Corsa,2,1.4,7899,0,1,0,0,1
52806, Corsa,3,1.4,7499,0,1,0,0,1
52807, Corsa,3,1.4,7999,0,1,0,0,1
52808, Corsa,1,1.4,10990,0,1,0,0,1
52809, Corsa,1,1.4,10990,0,1,0,0,1
52810, Corsa,1,1.4,10990,0,1,0,0,1
52811, Corsa,5,1.4,5967,0,1,0,0,1
52812, Corsa,3,1.4,7620,0,1,0,0,1
52813, Corsa,3,1.4,10491,1,0,0,0,1
52814, Corsa,6,1.2,4700,0,1,0,0,1
52815, Corsa,2,1.4,9250,0,1,0,0,1
52816, Corsa,2,1.4,9250,0,1,0,0,1
52817, Corsa,2,1.4,9250,0,1,0,0,1
52818, Corsa,2,1.4,8190,0,1,0,0,1
52819, Corsa,2,1.4,8270,0,1,0,0,1
52820, Corsa,1,1.4,12420,0,1,0,0,1
52821, Corsa,0,1.5,17998,0,1,0,1,0
52822, Corsa,0,1.2,17498,0,1,0,0,1
52823, Corsa,0,1.2,15998,0,1,0,0,1
52824, Corsa,0,1.2,16998,0,1,0,0,1
52825, Corsa,1,1.4,10498,0,1,0,0,1
52826, Corsa,0,1.2,15998,0,1,0,0,1
52827, Corsa,1,1.4,10180,0,1,0,0,1
52828, Corsa,3,1.4,11420,1,0,0,0,1
52829, Corsa,4,1.4,7995,0,1,0,0,1
52830, Corsa,2,1.4,8405,0,1,0,0,1
52831, Corsa,4,1.4,5991,0,1,0,0,1
52832, Corsa,1,1.4,11095,0,1,0,0,1
52833, Corsa,6,1.2,6298,0,1,0,0,1
52834, Corsa,7,1.2,4095,0,1,0,0,1
52835, Corsa,1,1.4,10498,0,1,0,0,1
52836, Corsa,7,1.2,4298,0,1,0,0,1
52837, Corsa,1,1.4,10498,0,1,0,0,1
52838, Corsa,7,1.2,3998,0,1,0,0,1
52839, Corsa,1,1.4,10698,0,1,0,0,1
52840, Corsa,3,1.4,7998,0,1,0,0,1
52841, Corsa,4,1.4,9998,1,0,0,0,1
52842, Corsa,0,1.2,16998,0,1,0,0,1
52843, Corsa,0,1.2,15998,0,1,0,0,1
52844, Corsa,0,1.2,17498,0,1,0,0,1
52845, Corsa,0,1.2,13998,0,1,0,0,1
52846, Corsa,3,1.4,6995,0,1,0,0,1
52847, Corsa,7,1.4,6998,1,0,0,0,1
52848, Corsa,6,1.2,4995,0,1,0,0,1
52849, Corsa,5,1.2,7510,0,1,0,0,1
52850, Corsa,3,1.4,7498,0,1,0,0,1
52851, Corsa,1,1.4,9995,0,1,0,0,1
52852, Corsa,1,1.4,10995,0,1,0,0,1
52853, Corsa,1,1.4,9995,0,1,0,0,1
52854, Corsa,3,1.4,7990,0,1,0,0,1
52855, Corsa,4,1.4,8280,0,1,0,0,1
52856, Corsa,2,1.4,8100,0,1,0,0,1
52857, Corsa,5,1.2,6299,0,1,0,0,1
52858, Corsa,3,1.4,7500,0,1,0,0,1
52859, Corsa,5,1.4,6491,0,1,0,0,1
52860, Corsa,5,1.4,6750,0,1,0,0,1
52861, Corsa,4,1.4,7558,0,1,0,0,1
52862, Corsa,3,1.4,7291,0,1,0,0,1
52863, Corsa,2,1.4,11095,1,0,0,0,1
52864, Corsa,5,1.4,5990,0,1,0,0,1
52865, Corsa,2,1.4,9490,0,1,0,0,1
52866, Corsa,4,1.4,7240,0,1,0,0,1
52867, Corsa,4,1.4,8340,0,1,0,0,1
52868, Corsa,6,1.4,6190,0,1,0,0,1
52869, Corsa,4,1.4,7185,0,1,0,0,1
52870, Corsa,4,1.4,10298,1,0,0,0,1
52871, Corsa,2,1.4,8690,0,1,0,0,1
52872, Corsa,0,1.2,16998,0,1,0,0,1
52873, Corsa,0,1.2,16998,0,1,0,0,1
52874, Corsa,1,1.4,10590,0,1,0,0,1
52875, Corsa,3,1.4,5990,0,1,0,0,1
52876, Corsa,1,1.4,10590,0,1,0,0,1
52877, Corsa,3,1.4,7835,0,1,0,0,1
52878, Corsa,2,1.4,9582,0,1,0,0,1
52879, Corsa,2,1.4,8495,0,1,0,0,1
52880, Corsa,6,1.4,5295,0,1,0,0,1
52881, Corsa,5,1.4,6295,0,1,0,0,1
52882, Corsa,1,1.4,10500,0,1,0,0,1
52883, Corsa,4,1.4,5750,0,1,0,0,1
52884, Corsa,4,1.4,6990,0,1,0,0,1
52885, Corsa,3,1.4,8350,0,1,0,0,1
52886, Corsa,4,1.4,6850,0,1,0,0,1
52887, Corsa,1,1.4,9990,0,1,0,0,1
52888, Corsa,1,1.4,10977,0,1,0,0,1
52889, Corsa,7,1.2,4971,0,1,0,0,1
52890, Corsa,1,1.4,10995,0,1,0,0,1
52891, Corsa,1,1.4,10295,1,0,0,0,1
52892, Corsa,3,1.4,7695,0,1,0,0,1
52893, Corsa,1,1.4,10995,0,1,0,0,1
52894, Corsa,4,1.4,7494,0,1,0,0,1
52895, Corsa,6,1.2,4820,0,1,0,0,1
52896, Corsa,3,1.4,8000,0,1,0,0,1
52897, Corsa,4,1.4,11000,1,0,0,0,1
52898, Corsa,4,1.4,11000,1,0,0,0,1
52899, Corsa,1,1.4,10000,0,1,0,0,1
52900, Corsa,3,1.4,10625,0,1,0,0,1
52901, Corsa,4,1.3,7549,0,1,0,1,0
52902, Corsa,4,1.4,6601,0,1,0,0,1
52903, Corsa,5,1.4,5664,0,1,0,0,1
52904, Corsa,4,1.3,8500,0,1,0,1,0
52905, Corsa,3,1.4,8140,0,1,0,0,1
52906, Corsa,5,1.4,8750,1,0,0,0,1
52907, Corsa,7,1.4,5500,0,1,0,0,1
52908, Corsa,4,1.4,7000,0,1,0,0,1
52909, Corsa,4,1.4,6000,0,1,0,0,1
52910, Corsa,1,1.4,11000,0,1,0,0,1
52911, Corsa,2,1.4,9996,0,1,0,0,1
52912, Corsa,5,1.2,5997,0,1,0,0,1
52913, Corsa,1,1.4,10646,0,1,0,0,1
52914, Corsa,1,1.4,8999,0,1,0,0,1
52915, Corsa,4,1.6,9495,0,1,0,0,1
52916, Corsa,4,1.2,6995,0,1,0,0,1
52917, Corsa,1,1.4,10990,0,1,0,0,1
52918, Corsa,1,1.4,9990,0,1,0,0,1
52919, Corsa,6,1.4,6295,0,1,0,0,1
52920, Corsa,3,1.4,9700,0,1,0,0,1
52921, Corsa,3,1.4,7895,0,1,0,0,1
52922, Corsa,1,1.4,10995,0,1,0,0,1
52923, Corsa,4,1.4,9090,1,0,0,0,1
52924, Corsa,3,1.4,7575,0,1,0,0,1
52925, Corsa,3,1.4,8995,0,1,0,0,1
52926, Corsa,1,1.4,9629,0,1,0,0,1
52927, Corsa,4,1.4,7550,0,1,0,0,1
52928, Corsa,1,1.4,10657,0,1,0,0,1
52929, Corsa,4,1.4,6870,0,1,0,0,1
52930, Corsa,1,1.4,10990,0,1,0,0,1
52931, Corsa,1,1.4,10990,0,1,0,0,1
52932, Corsa,1,1.4,10990,0,1,0,0,1
52933, Corsa,1,1.4,10990,0,1,0,0,1
52934, Corsa,1,1.4,10990,0,1,0,0,1
52935, Corsa,1,1.4,10990,0,1,0,0,1
52936, Corsa,4,1.0,7560,0,1,0,0,1
52937, Corsa,1,1.4,10490,0,1,0,0,1
52938, Corsa,1,1.4,10490,0,1,0,0,1
52939, Corsa,3,1.4,7280,0,1,0,0,1
52940, Corsa,1,1.4,10990,0,1,0,0,1
52941, Corsa,2,1.4,10090,0,1,0,0,1
52942, Corsa,7,1.2,4998,0,1,0,0,1
52943, Corsa,2,1.4,7495,0,1,0,0,1
52944, Corsa,2,1.4,10990,0,1,0,0,1
52945, Corsa,4,1.4,7250,0,1,0,0,1
52946, Corsa,1,1.4,10990,0,1,0,0,1
52947, Corsa,1,1.4,11090,0,1,0,0,1
52948, Corsa,3,1.4,6982,0,1,0,0,1
52949, Corsa,2,1.4,8682,0,1,0,0,1
52950, Corsa,3,1.4,11290,1,0,0,0,1
52951, Corsa,1,1.4,8900,0,1,0,0,1
52952, Corsa,1,1.4,8500,0,1,0,0,1
52953, Corsa,1,1.4,8300,0,1,0,0,1
52954, Corsa,4,1.4,8000,0,1,0,0,1
52955, Corsa,6,1.2,5620,0,1,0,0,1
52956, Corsa,3,1.4,7595,0,1,0,0,1
52957, Corsa,2,1.4,9576,0,1,0,0,1
52958, Corsa,4,1.4,7698,0,1,0,0,1
52959, Corsa,3,1.4,10498,1,0,0,0,1
52960, Corsa,3,1.4,7695,0,1,0,0,1
52961, Corsa,3,1.4,8400,0,1,0,0,1
52962, Corsa,0,1.5,17998,0,1,0,1,0
52963, Corsa,2,1.4,8433,0,1,0,0,1
52964, Corsa,5,1.4,7355,0,1,0,0,1
52965, Corsa,7,1.2,5000,0,1,0,0,1
52966, Corsa,2,1.4,8400,0,1,0,0,1
52967, Corsa,0,1.5,17998,0,1,0,1,0
52968, Corsa,0,1.2,16998,0,1,0,0,1
52969, Corsa,0,1.2,13998,0,1,0,0,1
52970, Corsa,0,1.2,15998,0,1,0,0,1
52971, Corsa,3,1.4,7698,0,1,0,0,1
52972, Corsa,1,1.4,10999,0,1,0,0,1
52973, Corsa,0,1.2,16998,0,1,0,0,1
52974, Corsa,5,1.4,6998,0,1,0,0,1
52975, Corsa,5,1.4,7298,0,1,0,0,1
52976, Corsa,1,1.4,10498,0,1,0,0,1
52977, Corsa,3,1.4,6950,0,1,0,0,1
52978, Corsa,1,1.4,10999,1,0,0,0,1
52979, Corsa,4,1.4,7449,0,1,0,0,1
52980, Corsa,7,1.2,5500,0,1,0,0,1
52981, Corsa,4,1.4,7250,0,1,0,0,1
52982, Corsa,4,1.3,7400,0,1,0,1,0
52983, Corsa,5,1.4,4910,0,1,0,0,1
52984, Corsa,5,1.4,7610,0,1,0,0,1
52985, Corsa,4,1.2,5290,0,1,0,0,1
52986, Corsa,1,1.4,10200,0,1,0,0,1
52987, Corsa,6,1.2,4600,0,1,0,0,1
52988, Corsa,4,1.4,6291,0,1,0,0,1
52989, Corsa,4,1.4,6782,0,1,0,0,1
52990, Corsa,5,1.4,7288,0,1,0,0,1
52991, Corsa,1,1.4,10999,0,1,0,0,1
52992, Corsa,2,1.4,10440,0,1,0,0,1
52993, Corsa,5,1.0,6874,0,1,0,0,1
52994, Corsa,5,1.3,6200,0,1,0,1,0
52995, Corsa,2,1.4,7400,0,1,0,0,1
52996, Corsa,3,1.4,7300,0,1,0,0,1
52997, Corsa,4,1.4,6936,0,1,0,0,1
52998, Corsa,2,1.4,7500,0,1,0,0,1
52999, Corsa,3,1.4,7190,0,1,0,0,1
53000, Corsa,5,1.4,7590,0,1,0,0,1
53001, Corsa,4,1.4,7590,0,1,0,0,1
53002, Corsa,2,1.4,8995,0,1,0,0,1
53003, Corsa,2,1.4,8895,0,1,0,0,1
53004, Corsa,5,1.6,9995,0,1,0,0,1
53005, Corsa,3,1.4,8495,0,1,0,0,1
53006, Corsa,2,1.4,8100,0,1,0,0,1
53007, Corsa,3,1.4,11600,1,0,0,0,1
53008, Corsa,4,1.4,8500,1,0,0,0,1
53009, Corsa,2,1.4,9250,0,1,0,0,1
53010, Corsa,2,1.4,8271,0,1,0,0,1
53011, Corsa,3,1.4,7649,0,1,0,0,1
53012, Corsa,4,1.4,7638,0,1,0,0,1
53013, Corsa,2,1.4,11250,1,0,0,0,1
53014, Corsa,2,1.4,10990,1,0,0,0,1
53015, Corsa,4,1.4,7290,0,1,0,0,1
53016, Corsa,1,1.4,10499,0,1,0,0,1
53017, Corsa,2,1.4,7591,0,1,0,0,1
53018, Corsa,4,1.4,7291,0,1,0,0,1
53019, Corsa,1,1.4,10698,0,1,0,0,1
53020, Corsa,2,1.4,9681,0,1,0,0,1
53021, Corsa,2,1.4,11964,1,0,0,0,1
53022, Corsa,3,1.4,6495,0,1,0,0,1
53023, Corsa,2,1.4,9249,0,1,0,0,1
53024, Corsa,4,1.4,6714,0,1,0,0,1
53025, Corsa,2,1.4,7300,0,1,0,0,1
53026, Corsa,2,1.3,8234,0,1,0,1,0
53027, Corsa,4,1.4,7641,0,1,0,0,1
53028, Corsa,1,1.4,9991,0,1,0,0,1
53029, Corsa,3,1.4,7498,0,1,0,0,1
53030, Corsa,5,1.4,7998,0,1,0,0,1
53031, Corsa,5,1.4,7995,0,1,0,0,1
53032, Corsa,5,1.2,5599,0,1,0,0,1
53033, Corsa,3,1.6,11499,0,1,0,0,1
53034, Corsa,4,1.4,8998,1,0,0,0,1
53035, Corsa,1,1.4,10998,0,1,0,0,1
53036, Corsa,4,1.4,6998,0,1,0,0,1
53037, Corsa,1,1.4,10998,0,1,0,0,1
53038, Corsa,3,1.4,7500,0,1,0,0,1
53039, Corsa,7,1.2,5500,0,1,0,0,1
53040, Corsa,5,1.4,6590,0,1,0,0,1
53041, Corsa,4,1.4,7160,0,1,0,0,1
53042, Corsa,4,1.4,7690,0,1,0,0,1
53043, Corsa,4,1.0,6995,0,1,0,0,1
53044, Corsa,3,1.4,7995,0,1,0,0,1
53045, Corsa,7,1.2,5491,0,1,0,0,1
53046, Corsa,1,1.4,9995,1,0,0,0,1
53047, Corsa,3,1.4,7495,0,1,0,0,1
53048, Corsa,5,1.4,9995,1,0,0,0,1
53049, Corsa,3,1.4,8499,0,1,0,0,1
53050, Corsa,4,1.4,10000,1,0,0,0,1
53051, Corsa,5,1.2,6640,0,1,0,0,1
53052, Corsa,5,1.4,5995,0,1,0,0,1
53053, Corsa,3,1.4,8699,0,1,0,0,1
53054, Corsa,1,1.4,10698,1,0,0,0,1
53055, Corsa,3,1.4,7699,0,1,0,0,1
53056, Corsa,4,1.4,8499,0,1,0,0,1
53057, Corsa,3,1.4,9995,1,0,0,0,1
53058, Corsa,2,1.4,8361,0,1,0,0,1
53059, Corsa,3,1.4,8208,0,1,0,0,1
53060, Corsa,3,1.4,6725,0,1,0,0,1
53061, Corsa,1,1.4,11157,0,1,0,0,1
53062, Corsa,1,1.4,10990,0,1,0,0,1
53063, Corsa,2,1.4,7970,0,1,0,0,1
53064, Corsa,3,1.4,10900,0,1,0,0,1
53065, Corsa,3,1.4,8541,0,1,0,0,1
53066, Corsa,3,1.4,8020,0,1,0,0,1
53067, Corsa,1,1.4,10990,0,1,0,0,1
53068, Corsa,1,1.4,10990,0,1,0,0,1
53069, Corsa,3,1.4,7071,0,1,0,0,1
53070, Corsa,1,1.4,11529,0,1,0,0,1
53071, Corsa,1,1.4,11529,0,1,0,0,1
53072, Corsa,1,1.4,8760,0,1,0,0,1
53073, Corsa,4,1.4,6071,0,1,0,0,1
53074, Corsa,2,1.4,8050,0,1,0,0,1
53075, Corsa,4,1.2,5837,0,1,0,0,1
53076, Corsa,1,1.4,8780,0,1,0,0,1
53077, Corsa,1,1.4,8980,0,1,0,0,1
53078, Corsa,3,1.4,9271,1,0,0,0,1
53079, Corsa,1,1.4,8640,0,1,0,0,1
53080, Corsa,4,1.4,8699,0,1,0,0,1
53081, Corsa,2,1.4,9211,0,1,0,0,1
53082, Corsa,3,1.4,7191,0,1,0,0,1
53083, Corsa,3,1.4,7341,0,1,0,0,1
53084, Corsa,2,1.4,7811,0,1,0,0,1
53085, Corsa,3,1.4,8081,0,1,0,0,1
53086, Corsa,1,1.4,11529,0,1,0,0,1
53087, Corsa,4,1.4,7299,0,1,0,0,1
53088, Corsa,4,1.4,7000,0,1,0,0,1
53089, Corsa,4,1.2,5290,0,1,0,0,1
53090, Corsa,4,1.4,7360,0,1,0,0,1
53091, Corsa,5,1.4,7610,0,1,0,0,1
53092, Corsa,3,1.4,10390,1,0,0,0,1
53093, Corsa,5,1.0,6987,0,1,0,0,1
53094, Corsa,4,1.4,8691,0,1,0,0,1
53095, Corsa,4,1.4,7480,0,1,0,0,1
53096, Corsa,5,1.2,6291,0,1,0,0,1
53097, Corsa,7,1.2,3791,0,1,0,0,1
53098, Corsa,1,1.4,10498,0,1,0,0,1
53099, Corsa,7,1.4,4561,0,1,0,0,1
53100, Corsa,3,1.4,7995,0,1,0,0,1
53101, Corsa,1,1.4,12498,0,1,0,0,1
53102, Corsa,2,1.4,7399,0,1,0,0,1
53103, Corsa,3,1.4,7992,0,1,0,0,1
53104, Corsa,2,1.4,8831,0,1,0,0,1
53105, Corsa,2,1.4,11782,1,0,0,0,1
53106, Corsa,4,1.2,6221,0,1,0,0,1
53107, Corsa,3,1.4,7995,0,1,0,0,1
53108, Corsa,4,1.4,7000,0,1,0,0,1
53109, Corsa,1,1.4,9498,0,1,0,0,1
53110, Corsa,4,1.4,7799,0,1,0,0,1
53111, Corsa,1,1.4,9999,0,1,0,0,1
53112, Corsa,1,1.4,10698,0,1,0,0,1
53113, Corsa,5,1.4,8298,1,0,0,0,1
53114, Corsa,4,1.4,6191,0,1,0,0,1
53115, Corsa,3,1.4,7500,0,1,0,0,1
53116, Corsa,4,1.4,8000,0,1,0,0,1
53117, Corsa,3,1.4,7998,0,1,0,0,1
53118, Corsa,2,1.4,8807,0,1,0,0,1
53119, Corsa,3,1.4,8091,0,1,0,0,1
53120, Corsa,3,1.4,8100,0,1,0,0,1
53121, Corsa,1,1.4,9900,0,1,0,0,1
53122, Corsa,7,1.2,4370,0,1,0,0,1
53123, Corsa,1,1.4,10498,0,1,0,0,1
53124, Corsa,4,1.4,8220,0,1,0,0,1
53125, Corsa,3,1.4,7510,0,1,0,0,1
53126, Corsa,1,1.4,10500,0,1,0,0,1
53127, Corsa,4,1.4,7900,0,1,0,0,1
53128, Corsa,0,1.2,16500,1,0,0,0,1
53129, Corsa,1,1.4,9900,0,1,0,0,1
53130, Corsa,3,1.4,9900,1,0,0,0,1
53131, Corsa,3,1.4,8620,0,1,0,0,1
53132, Corsa,2,1.4,10500,0,1,0,0,1
53133, Corsa,4,1.4,7430,0,1,0,0,1
53134, Corsa,4,1.4,6980,0,1,0,0,1
53135, Corsa,6,1.4,6830,0,1,0,0,1
53136, Corsa,2,1.4,9250,0,1,0,0,1
53137, Corsa,6,1.4,5140,0,1,0,0,1
53138, Corsa,5,1.4,7220,0,1,0,0,1
53139, Corsa,5,1.4,4910,0,1,0,0,1
53140, Corsa,3,1.4,7500,0,1,0,0,1
53141, Corsa,1,1.4,8890,0,1,0,0,1
53142, Corsa,7,1.2,6028,0,1,0,0,1
53143, Corsa,3,1.4,8480,0,1,0,0,1
53144, Corsa,1,1.4,8630,0,1,0,0,1
53145, Corsa,5,1.4,6589,0,1,0,0,1
53146, Corsa,1,1.4,9991,0,1,0,0,1
53147, Corsa,3,1.4,6600,0,1,0,0,1
53148, Corsa,5,1.4,8295,0,1,0,0,1
53149, Corsa,3,1.4,8080,0,1,0,0,1
53150, Corsa,5,1.2,5330,0,1,0,0,1
53151, Corsa,2,1.4,8100,0,1,0,0,1
53152, Corsa,1,1.4,8590,0,1,0,0,1
53153, Corsa,3,1.4,7500,0,1,0,0,1
53154, Corsa,3,1.4,7420,0,1,0,0,1
53155, Corsa,4,1.4,7060,0,1,0,0,1
53156, Corsa,4,1.4,6700,0,1,0,0,1
53157, Corsa,1,1.4,8470,0,1,0,0,1
53158, Corsa,5,1.4,5539,0,1,0,0,1
53159, Corsa,5,1.2,6870,0,1,0,0,1
53160, Corsa,7,1.4,4191,0,1,0,0,1
53161, Corsa,1,1.4,9998,0,1,0,0,1
53162, Corsa,1,1.4,10698,0,1,0,0,1
53163, Corsa,5,1.0,7000,0,1,0,0,1
53164, Corsa,6,1.2,6110,0,1,0,0,1
53165, Corsa,7,1.2,3790,0,1,0,0,1
53166, Corsa,5,1.2,6530,0,1,0,0,1
53167, Corsa,5,1.4,10800,1,0,0,0,1
