,model,age,engineSize,price,Automatic,Manual,Semi-Auto,Diesel,Petrol
52134, Corsa,5,1.4,5495,0,1,0,0,1
52135, Corsa,6,1.4,4575,0,1,0,0,1
52136, Corsa,5,1.4,5499,0,1,0,0,1
52137, Corsa,4,1.4,6290,0,1,0,0,1
52138, Corsa,3,1.4,6390,0,1,0,0,1
52139, Corsa,3,1.4,7160,0,1,0,0,1
52140, Corsa,5,1.2,6490,0,1,0,0,1
52141, Corsa,5,1.2,6790,0,1,0,0,1
52142, Corsa,1,1.4,10490,0,1,0,0,1
52143, Corsa,3,1.4,7690,0,1,0,0,1
52144, Corsa,4,1.4,7290,0,1,0,0,1
52145, Corsa,4,1.4,7290,0,1,0,0,1
52146, Corsa,3,1.4,7470,0,1,0,0,1
52147, Corsa,1,1.4,10990,0,1,0,0,1
52148, Corsa,1,1.4,9990,0,1,0,0,1
52149, Corsa,6,1.4,5250,0,1,0,0,1
52150, Corsa,3,1.4,8200,0,1,0,0,1
52151, Corsa,6,1.2,5490,0,1,0,0,1
52152, Corsa,4,1.4,5990,0,1,0,0,1
52153, Corsa,3,1.4,7490,0,1,0,0,1
52154, Corsa,4,1.0,7900,0,1,0,0,1
52155, Corsa,3,1.4,6790,0,1,0,0,1
52156, Corsa,5,1.4,7834,0,1,0,0,1
52157, Corsa,4,1.4,6990,0,1,0,0,1
52158, Corsa,3,1.4,7860,0,1,0,0,1
52159, Corsa,3,1.4,10498,1,0,0,0,1
52160, Corsa,6,1.0,4630,0,1,0,0,1
52161, Corsa,6,1.2,3990,0,1,0,0,1
52162, Corsa,4,1.4,7750,0,1,0,0,1
52163, Corsa,3,1.4,7680,0,1,0,0,1
52164, Corsa,3,1.4,8498,0,1,0,0,1
52165, Corsa,4,1.4,7498,0,1,0,0,1
52166, Corsa,3,1.4,7680,0,1,0,0,1
52167, Corsa,5,1.4,7470,0,1,0,0,1
52168, Corsa,3,1.4,7198,0,1,0,0,1
52169, Corsa,5,1.2,4695,0,1,0,0,1
52170, Corsa,3,1.4,6490,0,1,0,0,1
52171, Corsa,1,1.4,10990,0,1,0,0,1
52172, Corsa,3,1.4,6490,0,1,0,0,1
52173, Corsa,3,1.4,6990,0,1,0,0,1
52174, Corsa,4,1.4,6385,0,1,0,0,1
52175, Corsa,3,1.4,6195,0,1,0,0,1
52176, Corsa,3,1.4,7640,0,1,0,0,1
52177, Corsa,6,1.2,6895,0,1,0,0,1
52178, Corsa,4,1.4,8450,0,1,0,0,1
52179, Corsa,2,1.4,7971,0,1,0,0,1
52180, Corsa,3,1.4,7971,0,1,0,0,1
52181, Corsa,4,1.4,6360,0,1,0,0,1
52182, Corsa,7,1.2,4999,0,1,0,0,1
52183, Corsa,3,1.4,7690,0,1,0,0,1
52184, Corsa,3,1.4,7940,0,1,0,0,1
52185, Corsa,4,1.4,6450,0,1,0,0,1
52186, Corsa,7,1.0,4440,0,1,0,0,1
52187, Corsa,4,1.4,6899,0,1,0,0,1
52188, Corsa,0,1.2,17823,0,1,0,0,1
52189, Corsa,5,1.4,6830,0,1,0,0,1
52190, Corsa,1,1.4,9471,0,1,0,0,1
52191, Corsa,6,1.2,4499,0,1,0,0,1
52192, Corsa,1,1.4,8650,0,1,0,0,1
52193, Corsa,1,1.4,8810,0,1,0,0,1
52194, Corsa,4,1.4,5810,0,1,0,0,1
52195, Corsa,3,1.4,7720,0,1,0,0,1
52196, Corsa,1,1.4,10990,0,1,0,0,1
52197, Corsa,1,1.4,11157,0,1,0,0,1
52198, Corsa,4,1.4,8471,0,1,0,0,1
52199, Corsa,3,1.4,7525,0,1,0,0,1
52200, Corsa,1,1.4,9471,0,1,0,0,1
52201, Corsa,1,1.4,9471,0,1,0,0,1
52202, Corsa,1,1.4,9471,0,1,0,0,1
52203, Corsa,1,1.4,9471,0,1,0,0,1
52204, Corsa,4,1.4,7471,0,1,0,0,1
52205, Corsa,3,1.4,8471,0,1,0,0,1
52206, Corsa,3,1.4,7971,0,1,0,0,1
52207, Corsa,4,1.4,7471,0,1,0,0,1
52208, Corsa,7,1.2,5471,0,1,0,0,1
52209, Corsa,5,1.4,7471,0,1,0,0,1
52210, Corsa,3,1.4,7771,0,1,0,0,1
52211, Corsa,2,1.4,10471,0,1,0,0,1
52212, Corsa,7,1.0,5471,0,1,0,0,1
52213, Corsa,1,1.4,11102,0,1,0,0,1
52214, Corsa,3,1.4,9091,0,1,0,0,1
52215, Corsa,1,1.4,10990,0,1,0,0,1
52216, Corsa,1,1.4,10990,0,1,0,0,1
52217, Corsa,1,1.4,10490,0,1,0,0,1
52218, Corsa,4,1.2,5790,0,1,0,0,1
52219, Corsa,3,1.4,6890,0,1,0,0,1
52220, Corsa,4,1.4,6390,0,1,0,0,1
52221, Corsa,3,1.4,10498,1,0,0,0,1
52222, Corsa,5,1.4,7298,0,1,0,0,1
52223, Corsa,1,1.4,8500,0,1,0,0,1
52224, Corsa,1,1.4,8460,0,1,0,0,1
52225, Corsa,1,1.4,8510,0,1,0,0,1
52226, Corsa,3,1.4,8200,0,1,0,0,1
52227, Corsa,4,1.4,6680,0,1,0,0,1
52228, Corsa,4,1.3,6000,0,1,0,1,0
52229, Corsa,4,1.4,6740,0,1,0,0,1
52230, Corsa,3,1.4,7230,0,1,0,0,1
52231, Corsa,2,1.4,7590,0,1,0,0,1
52232, Corsa,0,1.2,16990,0,1,0,0,1
52233, Corsa,2,1.4,8160,0,1,0,0,1
52234, Corsa,4,1.4,6740,0,1,0,0,1
52235, Corsa,1,1.4,9990,0,1,0,0,1
52236, Corsa,1,1.4,9990,0,1,0,0,1
52237, Corsa,1,1.4,9490,0,1,0,0,1
52238, Corsa,1,1.4,8471,0,1,0,0,1
52239, Corsa,2,1.4,7998,0,1,0,0,1
52240, Corsa,2,1.4,8471,0,1,0,0,1
52241, Corsa,3,1.4,7999,0,1,0,0,1
52242, Corsa,3,1.4,7700,0,1,0,0,1
52243, Corsa,5,1.4,7000,0,1,0,0,1
52244, Corsa,3,1.4,6790,0,1,0,0,1
52245, Corsa,2,1.4,8250,0,1,0,0,1
52246, Corsa,6,1.0,4508,0,1,0,0,1
52247, Corsa,2,1.4,8495,0,1,0,0,1
52248, Corsa,3,1.4,10500,1,0,0,0,1
52249, Corsa,2,1.4,7990,0,1,0,0,1
52250, Corsa,1,1.4,8499,0,1,0,0,1
52251, Corsa,5,1.2,6541,0,1,0,0,1
52252, Corsa,1,1.4,10998,0,1,0,0,1
52253, Corsa,1,1.4,9890,0,1,0,0,1
52254, Corsa,3,1.4,7409,0,1,0,0,1
52255, Corsa,2,1.4,7999,0,1,0,0,1
52256, Corsa,1,1.4,8799,0,1,0,0,1
52257, Corsa,1,1.4,8299,0,1,0,0,1
52258, Corsa,1,1.4,12499,0,1,0,0,1
52259, Corsa,3,1.4,7595,0,1,0,0,1
52260, Corsa,3,1.4,7290,0,1,0,0,1
52261, Corsa,1,1.4,10699,0,1,0,0,1
52262, Corsa,5,1.2,6929,0,1,0,0,1
52263, Corsa,4,1.4,6399,0,1,0,0,1
52264, Corsa,3,1.4,7999,0,1,0,0,1
52265, Corsa,3,1.4,7304,0,1,0,0,1
52266, Corsa,1,1.4,10699,0,1,0,0,1
52267, Corsa,1,1.4,9699,0,1,0,0,1
52268, Corsa,1,1.4,10699,0,1,0,0,1
52269, Corsa,4,1.4,7999,0,1,0,0,1
52270, Corsa,1,1.4,9999,0,1,0,0,1
52271, Corsa,3,1.4,6999,0,1,0,0,1
52272, Corsa,1,1.4,9999,0,1,0,0,1
52273, Corsa,4,1.4,10499,1,0,0,0,1
52274, Corsa,2,1.4,7999,0,1,0,0,1
52275, Corsa,0,1.2,16998,0,1,0,0,1
52276, Corsa,0,1.2,13998,0,1,0,0,1
52277, Corsa,5,1.2,5741,0,1,0,0,1
52278, Corsa,3,1.4,8750,0,1,0,0,1
52279, Corsa,2,1.4,7890,0,1,0,0,1
52280, Corsa,6,1.4,5480,0,1,0,0,1
52281, Corsa,6,1.2,5980,0,1,0,0,1
52282, Corsa,4,1.4,5700,0,1,0,0,1
52283, Corsa,1,1.4,8295,0,1,0,0,1
52284, Corsa,1,1.4,8295,0,1,0,0,1
52285, Corsa,1,1.4,8295,0,1,0,0,1
52286, Corsa,1,1.4,8295,0,1,0,0,1
52287, Corsa,1,1.4,8295,0,1,0,0,1
52288, Corsa,2,1.4,8499,0,1,0,0,1
52289, Corsa,3,1.4,6491,0,1,0,0,1
52290, Corsa,4,1.4,7291,0,1,0,0,1
52291, Corsa,6,1.2,5499,0,1,0,0,1
52292, Corsa,1,1.4,10490,0,1,0,0,1
52293, Corsa,1,1.4,10990,0,1,0,0,1
52294, Corsa,1,1.4,10990,0,1,0,0,1
52295, Corsa,4,1.4,7230,0,1,0,0,1
52296, Corsa,4,1.4,7190,0,1,0,0,1
52297, Corsa,4,1.4,7491,0,1,0,0,1
52298, Corsa,5,1.4,6890,0,1,0,0,1
52299, Corsa,3,1.4,7850,0,1,0,0,1
52300, Corsa,1,1.4,10657,0,1,0,0,1
52301, Corsa,1,1.4,10998,0,1,0,0,1
52302, Corsa,1,1.4,10998,0,1,0,0,1
52303, Corsa,0,1.5,17998,0,1,0,1,0
52304, Corsa,3,1.4,6995,0,1,0,0,1
52305, Corsa,2,1.4,8999,0,1,0,0,1
52306, Corsa,5,1.4,7390,0,1,0,0,1
52307, Corsa,4,1.4,7520,0,1,0,0,1
52308, Corsa,4,1.4,7600,0,1,0,0,1
52309, Corsa,0,1.2,13998,0,1,0,0,1
52310, Corsa,3,1.4,7291,0,1,0,0,1
52311, Corsa,2,1.0,9495,0,1,0,0,1
52312, Corsa,2,1.4,9999,1,0,0,0,1
52313, Corsa,2,1.4,9999,1,0,0,0,1
52314, Corsa,1,1.4,10990,0,1,0,0,1
52315, Corsa,4,1.3,6990,0,1,0,1,0
52316, Corsa,1,1.4,8046,0,1,0,0,1
52317, Corsa,6,1.4,4121,0,1,0,0,1
52318, Corsa,2,1.4,8991,0,1,0,0,1
52319, Corsa,1,1.4,10990,0,1,0,0,1
52320, Corsa,3,1.4,7741,0,1,0,0,1
52321, Corsa,2,1.4,10295,1,0,0,0,1
52322, Corsa,2,1.4,10499,1,0,0,0,1
52323, Corsa,4,1.4,6499,0,1,0,0,1
52324, Corsa,1,1.4,9995,0,1,0,0,1
52325, Corsa,1,1.4,8999,0,1,0,0,1
52326, Corsa,3,1.4,7162,0,1,0,0,1
52327, Corsa,3,1.4,7999,0,1,0,0,1
52328, Corsa,4,1.4,7999,0,1,0,0,1
52329, Corsa,3,1.4,7500,0,1,0,0,1
52330, Corsa,2,1.4,9888,1,0,0,0,1
52331, Corsa,2,1.4,9690,0,1,0,0,1
52332, Corsa,2,1.4,9499,1,0,0,0,1
52333, Corsa,3,1.4,7569,0,1,0,0,1
52334, Corsa,4,1.4,6571,0,1,0,0,1
52335, Corsa,2,1.4,9457,1,0,0,0,1
52336, Corsa,3,1.4,7500,0,1,0,0,1
52337, Corsa,6,1.2,4965,0,1,0,0,1
52338, Corsa,4,1.4,6465,0,1,0,0,1
52339, Corsa,3,1.4,7999,0,1,0,0,1
52340, Corsa,3,1.4,8136,0,1,0,0,1
52341, Corsa,3,1.4,7295,0,1,0,0,1
52342, Corsa,4,1.4,7793,0,1,0,0,1
52343, Corsa,6,1.3,4070,0,1,0,1,0
52344, Corsa,0,1.2,16998,0,1,0,0,1
52345, Corsa,0,1.2,17498,0,1,0,0,1
52346, Corsa,0,1.2,16998,0,1,0,0,1
52347, Corsa,0,1.2,15998,0,1,0,0,1
52348, Corsa,0,1.2,17498,0,1,0,0,1
52349, Corsa,0,1.2,16498,0,1,0,0,1
52350, Corsa,1,1.4,10300,0,1,0,0,1
52351, Corsa,1,1.4,10371,0,1,0,0,1
52352, Corsa,1,1.4,9199,0,1,0,0,1
52353, Corsa,2,1.4,8600,0,1,0,0,1
52354, Corsa,3,1.4,10800,1,0,0,0,1
52355, Corsa,1,1.4,8900,0,1,0,0,1
52356, Corsa,3,1.4,8750,0,1,0,0,1
52357, Corsa,3,1.4,8282,0,1,0,0,1
52358, Corsa,4,1.4,7992,0,1,0,0,1
52359, Corsa,1,1.4,9900,0,1,0,0,1
52360, Corsa,1,1.4,9900,0,1,0,0,1
52361, Corsa,1,1.4,9900,0,1,0,0,1
52362, Corsa,4,1.4,5998,0,1,0,0,1
52363, Corsa,4,1.4,6998,0,1,0,0,1
52364, Corsa,2,1.4,9499,1,0,0,0,1
52365, Corsa,4,1.4,7287,0,1,0,0,1
52366, Corsa,4,1.4,7000,0,1,0,0,1
52367, Corsa,7,1.2,4499,0,1,0,0,1
52368, Corsa,4,1.4,7999,0,1,0,0,1
52369, Corsa,4,1.4,6699,0,1,0,0,1
52370, Corsa,1,1.4,10495,1,0,0,0,1
52371, Corsa,4,1.4,9090,1,0,0,0,1
52372, Corsa,4,1.4,6700,0,1,0,0,1
52373, Corsa,0,1.2,15998,0,1,0,0,1
52374, Corsa,0,1.5,17998,0,1,0,1,0
52375, Corsa,1,1.4,10998,0,1,0,0,1
52376, Corsa,1,1.4,10698,0,1,0,0,1
52377, Corsa,0,1.2,16498,0,1,0,0,1
52378, Corsa,0,1.2,16998,0,1,0,0,1
52379, Corsa,0,1.2,15998,0,1,0,0,1
52380, Corsa,0,1.2,13998,0,1,0,0,1
52381, Corsa,0,1.5,17998,0,1,0,1,0
52382, Corsa,0,1.2,16998,0,1,0,0,1
52383, Corsa,0,1.2,16998,0,1,0,0,1
52384, Corsa,1,1.4,10998,0,1,0,0,1
52385, Corsa,1,1.4,12991,0,1,0,0,1
52386, Corsa,1,1.4,10998,0,1,0,0,1
52387, Corsa,3,1.4,6890,0,1,0,0,1
52388, Corsa,5,1.2,5998,0,1,0,0,1
52389, Corsa,4,1.2,7446,0,1,0,0,1
52390, Corsa,5,1.4,6530,0,1,0,0,1
52391, Corsa,3,1.4,7350,0,1,0,0,1
52392, Corsa,4,1.4,6298,0,1,0,0,1
52393, Corsa,4,1.4,7955,0,1,0,0,1
52394, Corsa,3,1.4,7998,0,1,0,0,1
52395, Corsa,4,1.4,9000,0,1,0,0,1
52396, Corsa,3,1.4,8500,0,1,0,0,1
52397, Corsa,3,1.4,9455,0,1,0,0,1
52398, Corsa,2,1.4,8695,0,1,0,0,1
52399, Corsa,1,1.4,10698,0,1,0,0,1
52400, Corsa,5,1.4,6495,0,1,0,0,1
52401, Corsa,3,1.4,8495,0,1,0,0,1
52402, Corsa,3,1.4,8500,0,1,0,0,1
52403, Corsa,1,1.4,9998,0,1,0,0,1
52404, Corsa,1,1.4,8995,0,1,0,0,1
52405, Corsa,2,1.4,10495,1,0,0,0,1
52406, Corsa,1,1.0,9995,0,1,0,0,1
52407, Corsa,5,1.2,5210,0,1,0,0,1
52408, Corsa,4,1.4,7020,0,1,0,0,1
52409, Corsa,3,1.4,8171,0,1,0,0,1
52410, Corsa,4,1.4,5695,0,1,0,0,1
52411, Corsa,3,1.4,7899,0,1,0,0,1
52412, Corsa,4,1.4,7998,0,1,0,0,1
52413, Corsa,4,1.4,10898,1,0,0,0,1
52414, Corsa,5,1.4,7211,0,1,0,0,1
52415, Corsa,3,1.0,8391,0,1,0,0,1
52416, Corsa,3,1.4,6600,0,1,0,0,1
52417, Corsa,4,1.4,7140,0,1,0,0,1
52418, Corsa,1,1.4,10590,0,1,0,0,1
52419, Corsa,3,1.4,7902,0,1,0,0,1
52420, Corsa,1,1.4,9990,0,1,0,0,1
52421, Corsa,5,1.2,5749,0,1,0,0,1
52422, Corsa,6,1.4,4981,0,1,0,0,1
52423, Corsa,5,1.2,4880,0,1,0,0,1
52424, Corsa,1,1.4,10590,0,1,0,0,1
52425, Corsa,2,1.4,9481,0,1,0,0,1
52426, Corsa,4,1.2,5391,0,1,0,0,1
52427, Corsa,1,1.4,10790,0,1,0,0,1
52428, Corsa,4,1.3,5591,0,1,0,1,0
52429, Corsa,4,1.4,7591,0,1,0,0,1
52430, Corsa,4,1.4,6795,0,1,0,0,1
52431, Corsa,5,1.4,6498,0,1,0,0,1
52432, Corsa,3,1.4,10298,0,1,0,0,1
52433, Corsa,2,1.4,8514,0,1,0,0,1
52434, Corsa,0,1.2,13490,0,1,0,0,1
52435, Corsa,7,1.2,4841,0,1,0,0,1
52436, Corsa,5,1.4,6111,0,1,0,0,1
52437, Corsa,4,1.4,7497,0,1,0,0,1
52438, Corsa,4,1.4,7436,0,1,0,0,1
52439, Corsa,2,1.4,7798,0,1,0,0,1
52440, Corsa,4,1.4,7640,0,1,0,0,1
52441, Corsa,5,1.4,8955,0,1,0,0,1
52442, Corsa,3,1.4,6490,0,1,0,0,1
52443, Corsa,4,1.4,7180,0,1,0,0,1
52444, Corsa,1,1.4,10500,0,1,0,0,1
52445, Corsa,5,1.0,7955,0,1,0,0,1
52446, Corsa,3,1.4,7600,0,1,0,0,1
52447, Corsa,3,1.4,7497,0,1,0,0,1
52448, Corsa,3,1.4,6591,0,1,0,0,1
52449, Corsa,4,1.4,5891,0,1,0,0,1
52450, Corsa,2,1.4,8300,0,1,0,0,1
52451, Corsa,6,1.2,5703,0,1,0,0,1
52452, Corsa,5,1.2,6291,0,1,0,0,1
52453, Corsa,3,1.4,7500,0,1,0,0,1
52454, Corsa,3,1.4,7000,0,1,0,0,1
52455, Corsa,5,1.2,6499,0,1,0,0,1
52456, Corsa,4,1.4,5791,0,1,0,0,1
52457, Corsa,1,1.4,10500,0,1,0,0,1
52458, Corsa,4,1.4,6700,0,1,0,0,1
52459, Corsa,1,1.4,9990,0,1,0,0,1
52460, Corsa,5,1.4,7395,0,1,0,0,1
52461, Corsa,4,1.4,6491,0,1,0,0,1
52462, Corsa,6,1.2,5890,0,1,0,0,1
52463, Corsa,2,1.4,8600,0,1,0,0,1
52464, Corsa,2,1.4,7400,0,1,0,0,1
52465, Corsa,2,1.4,8500,0,1,0,0,1
52466, Corsa,1,1.4,9990,0,1,0,0,1
52467, Corsa,1,1.4,10990,0,1,0,0,1
52468, Corsa,4,1.4,6800,0,1,0,0,1
52469, Corsa,1,1.4,9990,0,1,0,0,1
52470, Corsa,1,1.4,9990,0,1,0,0,1
52471, Corsa,1,1.4,9990,0,1,0,0,1
52472, Corsa,1,1.4,9990,0,1,0,0,1
52473, Corsa,3,1.4,7500,0,1,0,0,1
52474, Corsa,1,1.4,8730,0,1,0,0,1
52475, Corsa,4,1.4,7249,0,1,0,0,1
52476, Corsa,2,1.4,9491,0,1,0,0,1
52477, Corsa,4,1.4,5991,0,1,0,0,1
52478, Corsa,2,1.4,7291,0,1,0,0,1
52479, Corsa,2,1.4,6965,0,1,0,0,1
52480, Corsa,2,1.4,10950,1,0,0,0,1
52481, Corsa,4,1.4,5750,0,1,0,0,1
52482, Corsa,5,1.4,6300,0,1,0,0,1
52483, Corsa,6,1.2,4965,0,1,0,0,1
52484, Corsa,6,1.2,6222,0,1,0,0,1
52485, Corsa,1,1.4,10990,0,1,0,0,1
52486, Corsa,1,1.4,10990,0,1,0,0,1
52487, Corsa,5,1.2,6249,0,1,0,0,1
52488, Corsa,2,1.4,7750,0,1,0,0,1
52489, Corsa,1,1.4,10498,0,1,0,0,1
52490, Corsa,6,1.4,3720,0,1,0,0,1
52491, Corsa,1,1.4,10990,0,1,0,0,1
52492, Corsa,7,1.2,4930,0,1,0,0,1
52493, Corsa,2,1.4,8999,0,1,0,0,1
52494, Corsa,4,1.4,7199,0,1,0,0,1
52495, Corsa,4,1.4,7436,0,1,0,0,1
52496, Corsa,4,1.4,7100,0,1,0,0,1
52497, Corsa,3,1.4,7500,0,1,0,0,1
52498, Corsa,3,1.4,7199,0,1,0,0,1
52499, Corsa,2,1.4,8599,0,1,0,0,1
52500, Corsa,4,1.4,7140,0,1,0,0,1
52501, Corsa,4,1.4,6195,0,1,0,0,1
52502, Corsa,2,1.4,7800,0,1,0,0,1
52503, Corsa,2,1.4,7799,0,1,0,0,1
52504, Corsa,4,1.4,8199,0,1,0,0,1
52505, Corsa,2,1.4,8599,0,1,0,0,1
52506, Corsa,4,1.4,6899,0,1,0,0,1
52507, Corsa,3,1.4,9699,1,0,0,0,1
52508, Corsa,2,1.4,8995,0,1,0,0,1
52509, Corsa,4,1.4,7995,0,1,0,0,1
52510, Corsa,3,1.4,7999,0,1,0,0,1
52511, Corsa,4,1.4,7599,0,1,0,0,1
52512, Corsa,2,1.4,9250,0,1,0,0,1
52513, Corsa,2,1.4,8099,0,1,0,0,1
52514, Corsa,1,1.4,8499,0,1,0,0,1
52515, Corsa,2,1.4,9699,1,0,0,0,1
52516, Corsa,2,1.4,7699,0,1,0,0,1
52517, Corsa,2,1.4,8199,0,1,0,0,1
52518, Corsa,2,1.4,8499,0,1,0,0,1
52519, Corsa,3,1.4,7499,0,1,0,0,1
52520, Corsa,2,1.4,7699,0,1,0,0,1
52521, Corsa,2,1.4,7899,0,1,0,0,1
52522, Corsa,2,1.4,8499,1,0,0,0,1
52523, Corsa,3,1.4,7691,0,1,0,0,1
52524, Corsa,4,1.4,6000,0,1,0,0,1
52525, Corsa,1,1.4,10998,0,1,0,0,1
52526, Corsa,4,1.4,5981,0,1,0,0,1
52527, Corsa,4,1.4,7491,0,1,0,0,1
52528, Corsa,4,1.4,7401,0,1,0,0,1
52529, Corsa,4,1.4,6681,0,1,0,0,1
52530, Corsa,3,1.4,7991,0,1,0,0,1
52531, Corsa,3,1.4,7531,0,1,0,0,1
52532, Corsa,5,1.2,6821,0,1,0,0,1
52533, Corsa,3,1.4,6701,0,1,0,0,1
52534, Corsa,1,1.4,9798,0,1,0,0,1
52535, Corsa,7,1.2,4201,0,1,0,0,1
52536, Corsa,5,1.4,7298,0,1,0,0,1
52537, Corsa,1,1.4,10998,0,1,0,0,1
52538, Corsa,1,1.4,9798,0,1,0,0,1
52539, Corsa,2,1.4,7601,0,1,0,0,1
52540, Corsa,4,1.4,6801,0,1,0,0,1
52541, Corsa,1,1.4,9990,0,1,0,0,1
52542, Corsa,4,1.4,7500,0,1,0,0,1
52543, Corsa,4,1.4,7640,0,1,0,0,1
52544, Corsa,2,1.4,7550,0,1,0,0,1
52545, Corsa,3,1.4,7252,0,1,0,0,1
52546, Corsa,5,1.4,6360,0,1,0,0,1
52547, Corsa,6,1.4,4350,0,1,0,0,1
52548, Corsa,5,1.4,6290,0,1,0,0,1
52549, Corsa,6,1.4,5590,0,1,0,0,1
52550, Corsa,1,1.4,9990,0,1,0,0,1
52551, Corsa,4,1.4,7680,0,1,0,0,1
52552, Corsa,7,1.4,4223,0,1,0,0,1
52553, Corsa,1,1.4,9990,0,1,0,0,1
52554, Corsa,1,1.4,9990,0,1,0,0,1
52555, Corsa,4,1.4,6970,0,1,0,0,1
52556, Corsa,1,1.4,9990,0,1,0,0,1
52557, Corsa,1,1.4,9990,0,1,0,0,1
52558, Corsa,1,1.4,9990,0,1,0,0,1
52559, Corsa,4,1.4,6999,0,1,0,0,1
52560, Corsa,4,1.4,6399,0,1,0,0,1
52561, Corsa,1,1.4,10498,0,1,0,0,1
52562, Corsa,1,1.4,10498,0,1,0,0,1
52563, Corsa,4,1.4,6899,0,1,0,0,1
52564, Corsa,3,1.4,7199,0,1,0,0,1
52565, Corsa,3,1.4,7099,0,1,0,0,1
52566, Corsa,3,1.4,7099,0,1,0,0,1
52567, Corsa,3,1.4,7699,0,1,0,0,1
52568, Corsa,2,1.4,9699,0,1,0,0,1
52569, Corsa,3,1.4,8449,0,1,0,0,1
52570, Corsa,3,1.4,7298,0,1,0,0,1
52571, Corsa,4,1.4,8298,0,1,0,0,1
52572, Corsa,1,1.4,9990,0,1,0,0,1
52573, Corsa,2,1.4,8999,0,1,0,0,1
52574, Corsa,4,1.4,6699,0,1,0,0,1
52575, Corsa,3,1.4,7699,0,1,0,0,1
52576, Corsa,4,1.4,7399,0,1,0,0,1
52577, Corsa,2,1.4,7799,0,1,0,0,1
52578, Corsa,1,1.4,9199,0,1,0,0,1
52579, Corsa,6,1.2,4325,0,1,0,0,1
52580, Corsa,1,1.4,9799,0,1,0,0,1
52581, Corsa,1,1.4,10498,1,0,0,0,1
52582, Corsa,5,1.4,9798,1,0,0,0,1
52583, Corsa,1,1.4,9498,0,1,0,0,1
52584, Corsa,2,1.4,9049,0,1,0,0,1
52585, Corsa,2,1.4,8949,0,1,0,0,1
52586, Corsa,2,1.4,8599,0,1,0,0,1
52587, Corsa,3,1.4,7399,0,1,0,0,1
52588, Corsa,2,1.4,8599,0,1,0,0,1
52589, Corsa,1,1.4,8699,0,1,0,0,1
52590, Corsa,0,1.2,17499,0,1,0,0,1
52591, Corsa,3,1.4,7399,0,1,0,0,1
52592, Corsa,2,1.4,9799,0,1,0,0,1
52593, Corsa,2,1.4,8499,0,1,0,0,1
52594, Corsa,5,1.4,7699,1,0,0,0,1
52595, Corsa,1,1.4,8949,0,1,0,0,1
52596, Corsa,1,1.4,8999,0,1,0,0,1
52597, Corsa,4,1.4,7399,0,1,0,0,1
52598, Corsa,2,1.4,10194,0,1,0,0,1
52599, Corsa,4,1.4,6799,0,1,0,0,1
52600, Corsa,3,1.4,7999,0,1,0,0,1
52601, Corsa,4,1.4,8491,0,0,1,0,1
52602, Corsa,4,1.4,7199,0,1,0,0,1
52603, Corsa,4,1.4,7849,0,1,0,0,1
52604, Corsa,2,1.4,7999,0,1,0,0,1
52605, Corsa,5,1.4,7550,0,1,0,0,1
52606, Corsa,2,1.4,7699,0,1,0,0,1
52607, Corsa,2,1.4,7699,0,1,0,0,1
52608, Corsa,4,1.4,7450,0,1,0,0,1
52609, Corsa,6,1.2,6242,0,1,0,0,1
52610, Corsa,4,1.4,7450,0,1,0,0,1
52611, Corsa,4,1.4,7250,0,1,0,0,1
52612, Corsa,5,1.4,5991,0,1,0,0,1
52613, Corsa,4,1.4,8602,0,1,0,0,1
52614, Corsa,5,1.2,5981,0,1,0,0,1
52615, Corsa,2,1.4,8000,0,1,0,0,1
52616, Corsa,5,1.4,6334,0,1,0,0,1
52617, Corsa,3,1.4,7500,0,1,0,0,1
52618, Corsa,2,1.4,7500,0,1,0,0,1
52619, Corsa,1,1.4,10000,0,1,0,0,1
52620, Corsa,3,1.4,7991,0,1,0,0,1
52621, Corsa,1,1.4,8890,0,1,0,0,1
52622, Corsa,1,1.4,8625,0,1,0,0,1
52623, Corsa,1,1.4,8870,0,1,0,0,1
52624, Corsa,1,1.4,8750,0,1,0,0,1
52625, Corsa,1,1.4,8650,0,1,0,0,1
52626, Corsa,1,1.4,8700,0,1,0,0,1
52627, Corsa,1,1.4,8750,0,1,0,0,1
52628, Corsa,2,1.4,7250,0,1,0,0,1
52629, Corsa,3,1.4,8000,0,1,0,0,1
52630, Corsa,4,1.4,6750,0,1,0,0,1
52631, Corsa,4,1.4,6271,0,1,0,0,1
52632, Corsa,7,1.4,4498,0,1,0,0,1
52633, Corsa,1,1.4,10498,0,1,0,0,1
52634, Corsa,2,1.4,8495,0,1,0,0,1
52635, Corsa,4,1.4,8060,1,0,0,0,1
52636, Corsa,3,1.4,6927,0,1,0,0,1
52637, Corsa,2,1.4,7500,0,1,0,0,1
52638, Corsa,2,1.4,7500,0,1,0,0,1
52639, Corsa,2,1.4,8682,0,1,0,0,1
52640, Corsa,3,1.4,6990,0,1,0,0,1
52641, Corsa,4,1.4,8350,0,1,0,0,1
52642, Corsa,5,1.4,6690,0,1,0,0,1
52643, Corsa,7,1.2,4090,0,1,0,0,1
52644, Corsa,7,1.2,4498,0,1,0,0,1
52645, Corsa,2,1.4,9658,0,1,0,0,1
52646, Corsa,4,1.4,6298,0,1,0,0,1
52647, Corsa,3,1.4,11298,1,0,0,0,1
52648, Corsa,5,1.4,9998,1,0,0,0,1
52649, Corsa,3,1.4,6298,0,1,0,0,1
52650, Corsa,4,1.4,8398,0,1,0,0,1
